trip_id,stop_id,time
bus2-1,kanoya,17:45:00
bus2-1,taiikudai,17:48:00
bus2-1,tarumizu,17:51:00
bus2-2,kanoya,17:47:00
bus2-2,taiikudai,17:50:00
bus2-3,kanoya,17:49:00
bus2-3,taiikudai,17:52:00
bus2-3,tarumizu,17:55:00
bus2-4,kanoya,17:51:00
bus2-4,taiikudai,17:54:00
bus2-5,kanoya,17:53:00
bus2-5,taiikudai,17:56:00
bus2-5,tarumizu,17:59:00
bus2-6,kanoya,17:55:00
bus2-6,taiikudai,17:58:00
bus2-7,kanoya,17:57:00
bus2-7,taiikudai,18:00:00
bus2-7,tarumizu,18:03:00
bus2-8,kanoya,17:59:00
bus2-8,taiikudai,18:02:00
bus2-9,kanoya,18:01:00
bus2-9,taiikudai,18:04:00
bus2-9,tarumizu,18:07:00
bus2-10,kanoya,18:03:00
bus2-10,taiikudai,18:06:00
bus2-11,kanoya,18:05:00
bus2-11,taiikudai,18:08:00
bus2-11,tarumizu,18:11:00
bus2-12,kanoya,18:07:00
bus2-12,taiikudai,18:10:00
bus2-13,kanoya,18:09:00
bus2-13,taiikudai,18:12:00
bus2-13,tarumizu,18:15:00
bus2-14,kanoya,18:11:00
bus2-14,taiikudai,18:14:00
bus2-15,kanoya,18:13:00
bus2-15,taiikudai,18:16:00
bus2-15,tarumizu,18:19:00
bus2-16,kanoya,18:15:00
bus2-16,taiikudai,18:18:00
bus2-17,kanoya,18:17:00
bus2-17,taiikudai,18:20:00
bus2-17,tarumizu,18:23:00
bus2-18,kanoya,18:19:00
bus2-18,taiikudai,18:22:00
bus2-19,kanoya,18:21:00
bus2-19,taiikudai,18:24:00
bus2-19,tarumizu,18:27:00
bus2-20,kanoya,18:23:00
bus2-20,taiikudai,18:26:00
bus2-21,kanoya,18:25:00
bus2-21,taiikudai,18:28:00
bus2-21,tarumizu,18:31:00
bus2-22,kanoya,18:27:00
bus2-22,taiikudai,18:30:00
bus2-23,kanoya,18:29:00
bus2-23,taiikudai,18:32:00
bus2-23,tarumizu,18:35:00
bus2-24,kanoya,18:31:00
bus2-24,taiikudai,18:34:00
bus2-25,kanoya,18:33:00
bus2-25,taiikudai,18:36:00
bus2-25,tarumizu,18:39:00
bus2-26,kanoya,18:35:00
bus2-26,taiikudai,18:38:00
